zip,year,wildfire,PC1,PC2,PC3,PC4,PC5
90008,2019,0,0.1292123482316284,-1.7981559700226286,2.0192202427463126,-0.4379515958488701,0.5236928250853929
90008,2020,0,1.105948452551744,-1.2838073097746507,1.369948377794129,1.1958874267617674,0.6500906164944698
90008,2021,0,0.0221795563903022,-1.3368262907082586,1.287405162727398,1.5541651408889816,0.8411339221020334
90009,2018,0,1.1111417924348528,-1.0537470081711495,1.0531357001063095,1.2148034225484712,1.346964560329911
90009,2019,0,0.1292123482316284,-1.7981559700226286,2.0192202427463126,-0.4379515958488701,0.5236928250853929
90009,2020,0,1.105948452551744,-1.2838073097746507,1.369948377794129,1.1958874267617674,0.6500906164944698
90009,2021,0,0.0221795563903022,-1.3368262907082586,1.287405162727398,1.5541651408889816,0.8411339221020334
90010,2018,0,1.1111417924348528,-1.0537470081711495,1.0531357001063095,1.2148034225484712,1.346964560329911
90010,2019,0,0.1292123482316284,-1.7981559700226286,2.0192202427463126,-0.4379515958488701,0.5236928250853929
90010,2020,0,1.105948452551744,-1.2838073097746507,1.369948377794129,1.1958874267617674,0.6500906164944698
90010,2021,0,0.0221795563903022,-1.3368262907082586,1.287405162727398,1.5541651408889816,0.8411339221020334
90011,2018,0,1.1111417924348528,-1.0537470081711495,1.0531357001063095,1.2148034225484712,1.346964560329911
90011,2019,0,0.1292123482316284,-1.7981559700226286,2.0192202427463126,-0.4379515958488701,0.5236928250853929
90011,2020,0,1.105948452551744,-1.2838073097746507,1.369948377794129,1.1958874267617674,0.6500906164944698
90011,2021,0,0.0221795563903022,-1.3368262907082586,1.287405162727398,1.5541651408889816,0.8411339221020334
90012,2018,0,1.5204892957352008,-0.3762894278362784,0.0401487537864268,-0.1677137942093192,0.7677794980970496
90012,2019,0,0.2499963587469044,-1.167393259991114,0.9977023941911228,-1.6367000779195042,-0.0401870055021711
90012,2020,0,1.9307979189150255,-0.3364345349454135,-0.0232616263797217,-0.252266068964826,0.3221977027048142
90012,2021,0,1.3073229767090286,-0.4025321142424188,0.0327543171962212,0.0841572397173497,0.7517443582312311
90013,2018,0,1.1111417924348528,-1.0537470081711495,1.0531357001063095,1.2148034225484712,1.346964560329911
90013,2019,0,0.1292123482316284,-1.7981559700226286,2.0192202427463126,-0.4379515958488701,0.5236928250853929
90013,2020,0,1.105948452551744,-1.2838073097746507,1.369948377794129,1.1958874267617674,0.6500906164944698
90013,2021,0,0.0221795563903022,-1.3368262907082586,1.287405162727398,1.5541651408889816,0.8411339221020334
90014,2018,0,1.1111417924348528,-1.0537470081711495,1.0531357001063095,1.2148034225484712,1.346964560329911
90014,2019,0,0.1292123482316284,-1.7981559700226286,2.0192202427463126,-0.4379515958488701,0.5236928250853929
90014,2020,0,1.105948452551744,-1.2838073097746507,1.369948377794129,1.1958874267617674,0.6500906164944698
90014,2021,0,0.0221795563903022,-1.3368262907082586,1.287405162727398,1.5541651408889816,0.8411339221020334
90015,2018,0,1.1111417924348528,-1.0537470081711495,1.0531357001063095,1.2148034225484712,1.346964560329911
90015,2019,0,0.1292123482316284,-1.7981559700226286,2.0192202427463126,-0.4379515958488701,0.5236928250853929
90015,2020,0,1.105948452551744,-1.2838073097746507,1.369948377794129,1.1958874267617674,0.6500906164944698
90015,2021,0,0.0221795563903022,-1.3368262907082586,1.287405162727398,1.5541651408889816,0.8411339221020334
90016,2018,0,1.1111417924348528,-1.0537470081711495,1.0531357001063095,1.2148034225484712,1.346964560329911
90016,2019,0,0.1292123482316284,-1.7981559700226286,2.0192202427463126,-0.4379515958488701,0.5236928250853929
90016,2020,0,1.105948452551744,-1.2838073097746507,1.369948377794129,1.1958874267617674,0.6500906164944698
90016,2021,0,0.0221795563903022,-1.3368262907082586,1.287405162727398,1.5541651408889816,0.8411339221020334
90017,2018,0,1.1111417924348528,-1.0537470081711495,1.0531357001063095,1.2148034225484712,1.346964560329911
90017,2019,0,0.1292123482316284,-1.7981559700226286,2.0192202427463126,-0.4379515958488701,0.5236928250853929
90017,2020,0,1.105948452551744,-1.2838073097746507,1.369948377794129,1.1958874267617674,0.6500906164944698
90017,2021,0,0.0221795563903022,-1.3368262907082586,1.287405162727398,1.5541651408889816,0.8411339221020334
90018,2018,0,1.1111417924348528,-1.0537470081711495,1.0531357001063095,1.2148034225484712,1.346964560329911
90018,2019,0,0.1292123482316284,-1.7981559700226286,2.0192202427463126,-0.4379515958488701,0.5236928250853929
90018,2020,0,1.105948452551744,-1.2838073097746507,1.369948377794129,1.1958874267617674,0.6500906164944698
90018,2021,0,0.0221795563903022,-1.3368262907082586,1.287405162727398,1.5541651408889816,0.8411339221020334
90019,2018,0,1.1111417924348528,-1.0537470081711495,1.0531357001063095,1.2148034225484712,1.346964560329911
90019,2019,0,0.1292123482316284,-1.7981559700226286,2.0192202427463126,-0.4379515958488701,0.5236928250853929
90019,2020,0,1.105948452551744,-1.2838073097746507,1.369948377794129,1.1958874267617674,0.6500906164944698
90019,2021,0,0.0221795563903022,-1.3368262907082586,1.287405162727398,1.5541651408889816,0.8411339221020334
90020,2018,0,1.5204892957352008,-0.3762894278362784,0.0401487537864268,-0.1677137942093192,0.7677794980970496
90020,2019,0,0.2499963587469044,-1.167393259991114,0.9977023941911228,-1.6367000779195042,-0.0401870055021711
90020,2020,0,1.9307979189150255,-0.3364345349454135,-0.0232616263797217,-0.252266068964826,0.3221977027048142
90020,2021,0,1.3073229767090286,-0.4025321142424188,0.0327543171962212,0.0841572397173497,0.7517443582312311
90021,2018,0,1.1111417924348528,-1.0537470081711495,1.0531357001063095,1.2148034225484712,1.346964560329911
90021,2019,0,0.1292123482316284,-1.7981559700226286,2.0192202427463126,-0.4379515958488701,0.5236928250853929
90021,2020,0,1.105948452551744,-1.2838073097746507,1.369948377794129,1.1958874267617674,0.6500906164944698
90021,2021,0,0.0221795563903022,-1.3368262907082586,1.287405162727398,1.5541651408889816,0.8411339221020334
90022,2018,0,1.744984352489214,-0.704604463851231,0.6266360107107134,0.3569983003041239,1.233530685578146
90022,2019,0,0.5257808360421398,-1.5115588286193755,1.6466368280140349,-1.436893272535268,0.5400553473876503
90022,2020,0,1.5255055955451122,-0.8060218405835675,0.6562915300539701,0.2592035023959359,0.4884795872850143
90022,2021,0,0.9628655085492772,-0.7367608411410671,0.5026214011996806,1.0509931506431274,0.8281582783972739
90023,2018,0,1.1111417924348528,-1.0537470081711495,1.0531357001063095,1.2148034225484712,1.346964560329911
90023,2019,0,0.1292123482316284,-1.7981559700226286,2.0192202427463126,-0.4379515958488701,0.5236928250853929
90023,2020,0,1.105948452551744,-1.2838073097746507,1.369948377794129,1.1958874267617674,0.6500906164944698
90023,2021,0,0.0221795563903022,-1.3368262907082586,1.287405162727398,1.5541651408889816,0.8411339221020334
90024,2018,0,1.1111417924348528,-1.0537470081711495,1.0531357001063095,1.2148034225484712,1.346964560329911
90024,2019,0,0.1292123482316284,-1.7981559700226286,2.0192202427463126,-0.4379515958488701,0.5236928250853929
90024,2020,0,1.105948452551744,-1.2838073097746507,1.369948377794129,1.1958874267617674,0.6500906164944698
90024,2021,0,0.0221795563903022,-1.3368262907082586,1.287405162727398,1.5541651408889816,0.8411339221020334
90025,2018,0,1.1111417924348528,-1.0537470081711495,1.0531357001063095,1.2148034225484712,1.346964560329911
90025,2019,0,0.1292123482316284,-1.7981559700226286,2.0192202427463126,-0.4379515958488701,0.5236928250853929
90025,2020,0,1.105948452551744,-1.2838073097746507,1.369948377794129,1.1958874267617674,0.6500906164944698
90025,2021,0,0.0221795563903022,-1.3368262907082586,1.287405162727398,1.5541651408889816,0.8411339221020334
90026,2018,0,1.5204892957352008,-0.3762894278362784,0.0401487537864268,-0.1677137942093192,0.7677794980970496
90026,2019,0,0.2499963587469044,-1.167393259991114,0.9977023941911228,-1.6367000779195042,-0.0401870055021711
90026,2020,0,1.9307979189150255,-0.3364345349454135,-0.0232616263797217,-0.252266068964826,0.3221977027048142
90026,2021,0,1.3073229767090286,-0.4025321142424188,0.0327543171962212,0.0841572397173497,0.7517443582312311
90027,2018,0,1.5204892957352008,-0.3762894278362784,0.0401487537864268,-0.1677137942093192,0.7677794980970496
90027,2019,0,0.2499963587469044,-1.167393259991114,0.9977023941911228,-1.6367000779195042,-0.0401870055021711
90027,2020,0,1.9307979189150255,-0.3364345349454135,-0.0232616263797217,-0.252266068964826,0.3221977027048142
90027,2021,0,1.3073229767090286,-0.4025321142424188,0.0327543171962212,0.0841572397173497,0.7517443582312311
90028,2018,0,1.5204892957352008,-0.3762894278362784,0.0401487537864268,-0.1677137942093192,0.7677794980970496
90028,2019,0,0.2499963587469044,-1.167393259991114,0.9977023941911228,-1.6367000779195042,-0.0401870055021711
90028,2020,0,1.9307979189150255,-0.3364345349454135,-0.0232616263797217,-0.252266068964826,0.3221977027048142
90028,2021,0,1.3073229767090286,-0.4025321142424188,0.0327543171962212,0.0841572397173497,0.7517443582312311
90029,2018,0,1.5204892957352008,-0.3762894278362784,0.0401487537864268,-0.1677137942093192,0.7677794980970496
90029,2019,0,0.2499963587469044,-1.167393259991114,0.9977023941911228,-1.6367000779195042,-0.0401870055021711
90029,2020,0,1.9307979189150255,-0.3364345349454135,-0.0232616263797217,-0.252266068964826,0.3221977027048142
90029,2021,0,1.3073229767090286,-0.4025321142424188,0.0327543171962212,0.0841572397173497,0.7517443582312311
90030,2018,0,1.1111417924348528,-1.0537470081711495,1.0531357001063095,1.2148034225484712,1.346964560329911
90030,2019,0,0.1292123482316284,-1.7981559700226286,2.0192202427463126,-0.4379515958488701,0.5236928250853929
90030,2020,0,1.105948452551744,-1.2838073097746507,1.369948377794129,1.1958874267617674,0.6500906164944698
90030,2021,0,0.0221795563903022,-1.3368262907082586,1.287405162727398,1.5541651408889816,0.8411339221020334
90031,2018,0,1.5204892957352008,-0.3762894278362784,0.0401487537864268,-0.1677137942093192,0.7677794980970496
90031,2019,0,0.2499963587469044,-1.167393259991114,0.9977023941911228,-1.6367000779195042,-0.0401870055021711
90031,2020,0,1.9307979189150255,-0.3364345349454135,-0.0232616263797217,-0.252266068964826,0.3221977027048142
90031,2021,0,1.3073229767090286,-0.4025321142424188,0.0327543171962212,0.0841572397173497,0.7517443582312311
90032,2018,0,1.5204892957352008,-0.3762894278362784,0.0401487537864268,-0.1677137942093192,0.7677794980970496
90032,2019,0,0.2499963587469044,-1.167393259991114,0.9977023941911228,-1.6367000779195042,-0.0401870055021711
90032,2020,0,1.9307979189150255,-0.3364345349454135,-0.0232616263797217,-0.252266068964826,0.3221977027048142
90032,2021,0,1.3073229767090286,-0.4025321142424188,0.0327543171962212,0.0841572397173497,0.7517443582312311
90033,2018,0,1.1111417924348528,-1.0537470081711495,1.0531357001063095,1.2148034225484712,1.346964560329911
90033,2019,0,0.1292123482316284,-1.7981559700226286,2.0192202427463126,-0.4379515958488701,0.5236928250853929
90033,2020,0,1.105948452551744,-1.2838073097746507,1.369948377794129,1.1958874267617674,0.6500906164944698
90033,2021,0,0.0221795563903022,-1.3368262907082586,1.287405162727398,1.5541651408889816,0.8411339221020334
90034,2018,0,1.1111417924348528,-1.0537470081711495,1.0531357001063095,1.2148034225484712,1.346964560329911
90034,2019,0,0.1292123482316284,-1.7981559700226286,2.0192202427463126,-0.4379515958488701,0.5236928250853929
90034,2020,0,1.105948452551744,-1.2838073097746507,1.369948377794129,1.1958874267617674,0.6500906164944698
90034,2021,0,0.0221795563903022,-1.3368262907082586,1.287405162727398,1.5541651408889816,0.8411339221020334
90035,2018,0,1.1111417924348528,-1.0537470081711495,1.0531357001063095,1.2148034225484712,1.346964560329911
90035,2019,0,0.1292123482316284,-1.7981559700226286,2.0192202427463126,-0.4379515958488701,0.5236928250853929
90035,2020,0,1.105948452551744,-1.2838073097746507,1.369948377794129,1.1958874267617674,0.6500906164944698
90035,2021,0,0.0221795563903022,-1.3368262907082586,1.287405162727398,1.5541651408889816,0.8411339221020334
90036,2018,0,1.5204892957352008,-0.3762894278362784,0.0401487537864268,-0.1677137942093192,0.7677794980970496
90036,2019,0,0.2499963587469044,-1.167393259991114,0.9977023941911228,-1.6367000779195042,-0.0401870055021711
90036,2020,0,1.9307979189150255,-0.3364345349454135,-0.0232616263797217,-0.252266068964826,0.3221977027048142
90036,2021,0,1.3073229767090286,-0.4025321142424188,0.0327543171962212,0.0841572397173497,0.7517443582312311
90037,2018,0,1.1111417924348528,-1.0537470081711495,1.0531357001063095,1.2148034225484712,1.346964560329911
90037,2019,0,0.1292123482316284,-1.7981559700226286,2.0192202427463126,-0.4379515958488701,0.5236928250853929
90037,2020,0,1.105948452551744,-1.2838073097746507,1.369948377794129,1.1958874267617674,0.6500906164944698
90037,2021,0,0.0221795563903022,-1.3368262907082586,1.287405162727398,1.5541651408889816,0.8411339221020334
90038,2018,0,1.5204892957352008,-0.3762894278362784,0.0401487537864268,-0.1677137942093192,0.7677794980970496
90038,2019,0,0.2499963587469044,-1.167393259991114,0.9977023941911228,-1.6367000779195042,-0.0401870055021711
90038,2020,0,1.9307979189150255,-0.3364345349454135,-0.0232616263797217,-0.252266068964826,0.3221977027048142
90038,2021,0,1.3073229767090286,-0.4025321142424188,0.0327543171962212,0.0841572397173497,0.7517443582312311
90039,2018,0,1.5204892957352008,-0.3762894278362784,0.0401487537864268,-0.1677137942093192,0.7677794980970496
90039,2019,0,0.2499963587469044,-1.167393259991114,0.9977023941911228,-1.6367000779195042,-0.0401870055021711
90039,2020,0,1.9307979189150255,-0.3364345349454135,-0.0232616263797217,-0.252266068964826,0.3221977027048142
90039,2021,0,1.3073229767090286,-0.4025321142424188,0.0327543171962212,0.0841572397173497,0.7517443582312311
90040,2018,0,1.744984352489214,-0.704604463851231,0.6266360107107134,0.3569983003041239,1.233530685578146
90040,2019,0,0.5257808360421398,-1.5115588286193755,1.6466368280140349,-1.436893272535268,0.5400553473876503
90040,2020,0,1.5255055955451122,-0.8060218405835675,0.6562915300539701,0.2592035023959359,0.4884795872850143
90040,2021,0,0.9628655085492772,-0.7367608411410671,0.5026214011996806,1.0509931506431274,0.8281582783972739
90041,2018,0,1.5204892957352008,-0.3762894278362784,0.0401487537864268,-0.1677137942093192,0.7677794980970496
90041,2019,0,0.2499963587469044,-1.167393259991114,0.9977023941911228,-1.6367000779195042,-0.0401870055021711
90041,2020,0,1.9307979189150255,-0.3364345349454135,-0.0232616263797217,-0.252266068964826,0.3221977027048142
90041,2021,0,1.3073229767090286,-0.4025321142424188,0.0327543171962212,0.0841572397173497,0.7517443582312311
90042,2018,0,1.5204892957352008,-0.3762894278362784,0.0401487537864268,-0.1677137942093192,0.7677794980970496
90042,2019,0,0.2499963587469044,-1.167393259991114,0.9977023941911228,-1.6367000779195042,-0.0401870055021711
90042,2020,0,1.9307979189150255,-0.3364345349454135,-0.0232616263797217,-0.252266068964826,0.3221977027048142
90042,2021,0,1.3073229767090286,-0.4025321142424188,0.0327543171962212,0.0841572397173497,0.7517443582312311
90043,2018,0,1.1111417924348528,-1.0537470081711495,1.0531357001063095,1.2148034225484712,1.346964560329911
90043,2019,0,0.1292123482316284,-1.7981559700226286,2.0192202427463126,-0.4379515958488701,0.5236928250853929
90043,2020,0,1.105948452551744,-1.2838073097746507,1.369948377794129,1.1958874267617674,0.6500906164944698
90043,2021,0,0.0221795563903022,-1.3368262907082586,1.287405162727398,1.5541651408889816,0.8411339221020334
90044,2018,0,1.1111417924348528,-1.0537470081711495,1.0531357001063095,1.2148034225484712,1.346964560329911
90044,2019,0,0.1292123482316284,-1.7981559700226286,2.0192202427463126,-0.4379515958488701,0.5236928250853929
90044,2020,0,1.105948452551744,-1.2838073097746507,1.369948377794129,1.1958874267617674,0.6500906164944698
90044,2021,0,0.0221795563903022,-1.3368262907082586,1.287405162727398,1.5541651408889816,0.8411339221020334
90045,2018,0,1.1111417924348528,-1.0537470081711495,1.0531357001063095,1.2148034225484712,1.346964560329911
90045,2019,0,0.1292123482316284,-1.7981559700226286,2.0192202427463126,-0.4379515958488701,0.5236928250853929
90045,2020,0,1.105948452551744,-1.2838073097746507,1.369948377794129,1.1958874267617674,0.6500906164944698
90045,2021,0,0.0221795563903022,-1.3368262907082586,1.287405162727398,1.5541651408889816,0.8411339221020334
90046,2018,0,1.5204892957352008,-0.3762894278362784,0.0401487537864268,-0.1677137942093192,0.7677794980970496
90046,2019,1,-0.0014883848760992,-1.0270102629959306,0.803972301038957,-1.6540844920535378,0.2658558548420858
90046,2020,0,1.5043190598443308,2.5221337786933473,1.614153288020841,-0.2644004378883466,0.3792882556363006
90046,2021,0,1.0158073548958846,1.5653540785687885,1.1106208217240667,0.070358544345146,0.7988274500663383
90047,2018,0,1.1111417924348528,-1.0537470081711495,1.0531357001063095,1.2148034225484712,1.346964560329911
90047,2019,0,0.1292123482316284,-1.7981559700226286,2.0192202427463126,-0.4379515958488701,0.5236928250853929
90047,2020,0,1.105948452551744,-1.2838073097746507,1.369948377794129,1.1958874267617674,0.6500906164944698
90047,2021,0,0.0221795563903022,-1.3368262907082586,1.287405162727398,1.5541651408889816,0.8411339221020334
90048,2018,0,1.5204892957352008,-0.3762894278362784,0.0401487537864268,-0.1677137942093192,0.7677794980970496
90048,2019,0,0.2499963587469044,-1.167393259991114,0.9977023941911228,-1.6367000779195042,-0.0401870055021711
90048,2020,0,1.9307979189150255,-0.3364345349454135,-0.0232616263797217,-0.252266068964826,0.3221977027048142
90048,2021,0,1.3073229767090286,-0.4025321142424188,0.0327543171962212,0.0841572397173497,0.7517443582312311
90049,2018,0,1.1111417924348528,-1.0537470081711495,1.0531357001063095,1.2148034225484712,1.346964560329911
90049,2019,1,-0.1843747443569074,-1.740110065099974,1.9455002345247936,-0.3397716976602417,0.9102058775801308
90049,2020,0,0.4457592325918156,2.9795956608622447,3.718779466212565,1.1164378020093404,0.7645970843881118
90049,2021,0,-0.5030464263120753,2.035894559101082,3.076687841273117,1.4730511896878715,0.945632928899296
90050,2018,0,1.1111417924348528,-1.0537470081711495,1.0531357001063095,1.2148034225484712,1.346964560329911
90050,2019,0,0.1292123482316284,-1.7981559700226286,2.0192202427463126,-0.4379515958488701,0.5236928250853929
90050,2020,0,1.105948452551744,-1.2838073097746507,1.369948377794129,1.1958874267617674,0.6500906164944698
90050,2021,0,0.0221795563903022,-1.3368262907082586,1.287405162727398,1.5541651408889816,0.8411339221020334
90051,2018,0,1.1111417924348528,-1.0537470081711495,1.0531357001063095,1.2148034225484712,1.346964560329911
90051,2019,0,0.1292123482316284,-1.7981559700226286,2.0192202427463126,-0.4379515958488701,0.5236928250853929
90051,2020,0,1.105948452551744,-1.2838073097746507,1.369948377794129,1.1958874267617674,0.6500906164944698
90051,2021,0,0.0221795563903022,-1.3368262907082586,1.287405162727398,1.5541651408889816,0.8411339221020334
90052,2018,0,1.1111417924348528,-1.0537470081711495,1.0531357001063095,1.2148034225484712,1.346964560329911
90052,2019,0,0.1292123482316284,-1.7981559700226286,2.0192202427463126,-0.4379515958488701,0.5236928250853929
90052,2020,0,1.105948452551744,-1.2838073097746507,1.369948377794129,1.1958874267617674,0.6500906164944698
90052,2021,0,0.0221795563903022,-1.3368262907082586,1.287405162727398,1.5541651408889816,0.8411339221020334
90053,2018,0,1.1111417924348528,-1.0537470081711495,1.0531357001063095,1.2148034225484712,1.346964560329911
90053,2019,0,0.1292123482316284,-1.7981559700226286,2.0192202427463126,-0.4379515958488701,0.5236928250853929
90053,2020,0,1.105948452551744,-1.2838073097746507,1.369948377794129,1.1958874267617674,0.6500906164944698
90053,2021,0,0.0221795563903022,-1.3368262907082586,1.287405162727398,1.5541651408889816,0.8411339221020334
90054,2018,0,1.1111417924348528,-1.0537470081711495,1.0531357001063095,1.2148034225484712,1.346964560329911
90054,2019,0,0.1292123482316284,-1.7981559700226286,2.0192202427463126,-0.4379515958488701,0.5236928250853929
90054,2020,0,1.105948452551744,-1.2838073097746507,1.369948377794129,1.1958874267617674,0.6500906164944698
90054,2021,0,0.0221795563903022,-1.3368262907082586,1.287405162727398,1.5541651408889816,0.8411339221020334
90055,2018,0,1.1111417924348528,-1.0537470081711495,1.0531357001063095,1.2148034225484712,1.346964560329911
90055,2019,0,0.1292123482316284,-1.7981559700226286,2.0192202427463126,-0.4379515958488701,0.5236928250853929
90055,2020,0,1.105948452551744,-1.2838073097746507,1.369948377794129,1.1958874267617674,0.6500906164944698
90055,2021,0,0.0221795563903022,-1.3368262907082586,1.287405162727398,1.5541651408889816,0.8411339221020334
90056,2018,0,1.1111417924348528,-1.0537470081711495,1.0531357001063095,1.2148034225484712,1.346964560329911
90056,2019,0,0.1292123482316284,-1.7981559700226286,2.0192202427463126,-0.4379515958488701,0.5236928250853929
90056,2020,0,1.105948452551744,-1.2838073097746507,1.369948377794129,1.1958874267617674,0.6500906164944698
90056,2021,0,0.0221795563903022,-1.3368262907082586,1.287405162727398,1.5541651408889816,0.8411339221020334
90057,2018,0,1.1111417924348528,-1.0537470081711495,1.0531357001063095,1.2148034225484712,1.346964560329911
90057,2019,0,0.1292123482316284,-1.7981559700226286,2.0192202427463126,-0.4379515958488701,0.5236928250853929
90057,2020,0,1.105948452551744,-1.2838073097746507,1.369948377794129,1.1958874267617674,0.6500906164944698
90057,2021,0,0.0221795563903022,-1.3368262907082586,1.287405162727398,1.5541651408889816,0.8411339221020334
90058,2018,0,1.1111417924348528,-1.0537470081711495,1.0531357001063095,1.2148034225484712,1.346964560329911
90058,2019,0,0.1292123482316284,-1.7981559700226286,2.0192202427463126,-0.4379515958488701,0.5236928250853929
90058,2020,0,1.105948452551744,-1.2838073097746507,1.369948377794129,1.1958874267617674,0.6500906164944698
90058,2021,0,0.0221795563903022,-1.3368262907082586,1.287405162727398,1.5541651408889816,0.8411339221020334
90059,2018,0,1.1111417924348528,-1.0537470081711495,1.0531357001063095,1.2148034225484712,1.346964560329911
90059,2019,0,0.1292123482316284,-1.7981559700226286,2.0192202427463126,-0.4379515958488701,0.5236928250853929
90059,2020,0,1.105948452551744,-1.2838073097746507,1.369948377794129,1.1958874267617674,0.6500906164944698
90059,2021,0,0.0221795563903022,-1.3368262907082586,1.287405162727398,1.5541651408889816,0.8411339221020334
90060,2018,0,1.1111417924348528,-1.0537470081711495,1.0531357001063095,1.2148034225484712,1.346964560329911
90060,2019,0,0.1292123482316284,-1.7981559700226286,2.0192202427463126,-0.4379515958488701,0.5236928250853929
90060,2020,0,1.105948452551744,-1.2838073097746507,1.369948377794129,1.1958874267617674,0.6500906164944698
90060,2021,0,0.0221795563903022,-1.3368262907082586,1.287405162727398,1.5541651408889816,0.8411339221020334
90061,2018,0,1.1111417924348528,-1.0537470081711495,1.0531357001063095,1.2148034225484712,1.346964560329911
90061,2019,0,0.1292123482316284,-1.7981559700226286,2.0192202427463126,-0.4379515958488701,0.5236928250853929
90061,2020,0,1.105948452551744,-1.2838073097746507,1.369948377794129,1.1958874267617674,0.6500906164944698
90061,2021,0,0.0221795563903022,-1.3368262907082586,1.287405162727398,1.5541651408889816,0.8411339221020334
90062,2018,0,1.1111417924348528,-1.0537470081711495,1.0531357001063095,1.2148034225484712,1.346964560329911
90062,2019,0,0.1292123482316284,-1.7981559700226286,2.0192202427463126,-0.4379515958488701,0.5236928250853929
90062,2020,0,1.105948452551744,-1.2838073097746507,1.369948377794129,1.1958874267617674,0.6500906164944698
90062,2021,0,0.0221795563903022,-1.3368262907082586,1.287405162727398,1.5541651408889816,0.8411339221020334
90063,2018,0,1.1111417924348528,-1.0537470081711495,1.0531357001063095,1.2148034225484712,1.346964560329911
90063,2019,0,0.1292123482316284,-1.7981559700226286,2.0192202427463126,-0.4379515958488701,0.5236928250853929
90063,2020,0,1.105948452551744,-1.2838073097746507,1.369948377794129,1.1958874267617674,0.6500906164944698
90063,2021,0,0.0221795563903022,-1.3368262907082586,1.287405162727398,1.5541651408889816,0.8411339221020334
90064,2018,0,1.1111417924348528,-1.0537470081711495,1.0531357001063095,1.2148034225484712,1.346964560329911
90064,2019,0,0.1292123482316284,-1.7981559700226286,2.0192202427463126,-0.4379515958488701,0.5236928250853929
90064,2020,0,1.105948452551744,-1.2838073097746507,1.369948377794129,1.1958874267617674,0.6500906164944698
90064,2021,0,0.0221795563903022,-1.3368262907082586,1.287405162727398,1.5541651408889816,0.8411339221020334
90065,2018,0,1.5204892957352008,-0.3762894278362784,0.0401487537864268,-0.1677137942093192,0.7677794980970496
90065,2019,0,0.2499963587469044,-1.167393259991114,0.9977023941911228,-1.6367000779195042,-0.0401870055021711
90065,2020,0,1.9307979189150255,-0.3364345349454135,-0.0232616263797217,-0.252266068964826,0.3221977027048142
