,zip,year,rolling_12m_avg_tmax,precip_deficit,drought_proxy_ratio,cumulative_acres_burned_prior,fire_frequency_train_window
81,90021,2019,22.31929211469534,0.0,0.11210091468957982,0.0,0.0
82,90021,2020,21.559566692268305,0.0,0.045226697487451874,0.0,0.0
83,90021,2021,22.29854406130268,107.29999999999998,0.09669793608544094,0.0,0.0
84,90022,2018,0.0,0.0,0.0,0.0,0.0
85,90022,2019,24.520079365079365,0.0,0.13577009615215593,0.0,0.0
86,90022,2020,23.45713069636457,0.0,0.04282061098277578,0.0,0.0
87,90022,2021,23.983350018539117,152.99999999999994,0.1135575284968708,0.0,0.0
88,90023,2018,0.0,0.0,0.0,0.0,0.0
89,90023,2019,22.31929211469534,0.0,0.11210091468957982,0.0,0.0
90,90023,2020,21.559566692268305,0.0,0.045226697487451874,0.0,0.0
91,90023,2021,22.29854406130268,107.29999999999998,0.09669793608544094,0.0,0.0
92,90024,2018,0.0,0.0,0.0,0.0,0.0
93,90024,2019,22.31929211469534,0.0,0.11210091468957982,0.0,0.0
94,90024,2020,21.559566692268305,0.0,0.045226697487451874,0.0,0.0
95,90024,2021,22.29854406130268,107.29999999999998,0.09669793608544094,0.0,0.0
96,90025,2018,0.0,0.0,0.0,0.0,0.0
97,90025,2019,22.31929211469534,0.0,0.11210091468957982,0.0,0.0
98,90025,2020,21.559566692268305,0.0,0.045226697487451874,0.0,0.0
99,90025,2021,22.29854406130268,107.29999999999998,0.09669793608544094,0.0,0.0
100,90026,2018,0.0,0.0,0.0,0.0,0.0
101,90026,2019,25.158717357910906,0.0,0.0962828831148523,0.0,0.0
102,90026,2020,23.813006272401434,0.0,0.04417997453135702,0.0,0.0
103,90026,2021,25.716350574712646,162.34999999999997,0.10814276944790852,0.0,0.0
104,90027,2018,0.0,0.0,0.0,0.0,0.0
105,90027,2019,25.158717357910906,0.0,0.0962828831148523,0.0,0.0
106,90027,2020,23.813006272401434,0.0,0.04417997453135702,0.0,0.0
107,90027,2021,25.716350574712646,162.34999999999997,0.10814276944790852,0.0,0.0
108,90028,2018,0.0,0.0,0.0,0.0,0.0
109,90028,2019,25.158717357910906,0.0,0.0962828831148523,0.0,0.0
110,90028,2020,23.813006272401434,0.0,0.04417997453135702,0.0,0.0
111,90028,2021,25.716350574712646,162.34999999999997,0.10814276944790852,0.0,0.0
112,90029,2018,0.0,0.0,0.0,0.0,0.0
113,90029,2019,25.158717357910906,0.0,0.0962828831148523,0.0,0.0
114,90029,2020,23.813006272401434,0.0,0.04417997453135702,0.0,0.0
115,90029,2021,25.716350574712646,162.34999999999997,0.10814276944790852,0.0,0.0
116,90030,2018,0.0,0.0,0.0,0.0,0.0
117,90030,2019,22.31929211469534,0.0,0.11210091468957982,0.0,0.0
118,90030,2020,21.559566692268305,0.0,0.045226697487451874,0.0,0.0
119,90030,2021,22.29854406130268,107.29999999999998,0.09669793608544094,0.0,0.0
120,90031,2018,0.0,0.0,0.0,0.0,0.0
121,90031,2019,25.158717357910906,0.0,0.0962828831148523,0.0,0.0
122,90031,2020,23.813006272401434,0.0,0.04417997453135702,0.0,0.0
123,90031,2021,25.716350574712646,162.34999999999997,0.10814276944790852,0.0,0.0
124,90032,2018,0.0,0.0,0.0,0.0,0.0
125,90032,2019,25.158717357910906,0.0,0.0962828831148523,0.0,0.0
126,90032,2020,23.813006272401434,0.0,0.04417997453135702,0.0,0.0
127,90032,2021,25.716350574712646,162.34999999999997,0.10814276944790852,0.0,0.0
128,90033,2018,0.0,0.0,0.0,0.0,0.0
129,90033,2019,22.31929211469534,0.0,0.11210091468957982,0.0,0.0
130,90033,2020,21.559566692268305,0.0,0.045226697487451874,0.0,0.0
131,90033,2021,22.29854406130268,107.29999999999998,0.09669793608544094,0.0,0.0
132,90034,2018,0.0,0.0,0.0,0.0,0.0
133,90034,2019,22.31929211469534,0.0,0.11210091468957982,0.0,0.0
134,90034,2020,21.559566692268305,0.0,0.045226697487451874,0.0,0.0
135,90034,2021,22.29854406130268,107.29999999999998,0.09669793608544094,0.0,0.0
136,90035,2018,0.0,0.0,0.0,0.0,0.0
137,90035,2019,22.31929211469534,0.0,0.11210091468957982,0.0,0.0
138,90035,2020,21.559566692268305,0.0,0.045226697487451874,0.0,0.0
139,90035,2021,22.29854406130268,107.29999999999998,0.09669793608544094,0.0,0.0
140,90036,2018,0.0,0.0,0.0,0.0,0.0
141,90036,2019,25.158717357910906,0.0,0.0962828831148523,0.0,0.0
142,90036,2020,23.813006272401434,0.0,0.04417997453135702,0.0,0.0
143,90036,2021,25.716350574712646,162.34999999999997,0.10814276944790852,0.0,0.0
144,90037,2018,0.0,0.0,0.0,0.0,0.0
145,90037,2019,22.31929211469534,0.0,0.11210091468957982,0.0,0.0
146,90037,2020,21.559566692268305,0.0,0.045226697487451874,0.0,0.0
147,90037,2021,22.29854406130268,107.29999999999998,0.09669793608544094,0.0,0.0
148,90038,2018,0.0,0.0,0.0,0.0,0.0
149,90038,2019,25.158717357910906,0.0,0.0962828831148523,0.0,0.0
150,90038,2020,23.813006272401434,0.0,0.04417997453135702,0.0,0.0
151,90038,2021,25.716350574712646,162.34999999999997,0.10814276944790852,0.0,0.0
152,90039,2018,0.0,0.0,0.0,0.0,0.0
153,90039,2019,25.158717357910906,0.0,0.0962828831148523,0.0,0.0
154,90039,2020,23.813006272401434,0.0,0.04417997453135702,0.0,0.0
155,90039,2021,25.716350574712646,162.34999999999997,0.10814276944790852,0.0,0.0
156,90040,2018,0.0,0.0,0.0,0.0,0.0
157,90040,2019,24.520079365079365,0.0,0.13577009615215593,0.0,0.0
158,90040,2020,23.45713069636457,0.0,0.04282061098277578,0.0,0.0
159,90040,2021,23.983350018539117,152.99999999999994,0.1135575284968708,0.0,0.0
160,90041,2018,0.0,0.0,0.0,0.0,0.0
161,90041,2019,25.158717357910906,0.0,0.0962828831148523,0.0,0.0
162,90041,2020,23.813006272401434,0.0,0.04417997453135702,0.0,0.0
163,90041,2021,25.716350574712646,162.34999999999997,0.10814276944790852,0.0,0.0
164,90042,2018,0.0,0.0,0.0,0.0,0.0
165,90042,2019,25.158717357910906,0.0,0.0962828831148523,0.0,0.0
166,90042,2020,23.813006272401434,0.0,0.04417997453135702,0.0,0.0
167,90042,2021,25.716350574712646,162.34999999999997,0.10814276944790852,0.0,0.0
168,90043,2018,0.0,0.0,0.0,0.0,0.0
169,90043,2019,22.31929211469534,0.0,0.11210091468957982,0.0,0.0
170,90043,2020,21.559566692268305,0.0,0.045226697487451874,0.0,0.0
171,90043,2021,22.29854406130268,107.29999999999998,0.09669793608544094,0.0,0.0
172,90044,2018,0.0,0.0,0.0,0.0,0.0
173,90044,2019,22.31929211469534,0.0,0.11210091468957982,0.0,0.0
174,90044,2020,21.559566692268305,0.0,0.045226697487451874,0.0,0.0
175,90044,2021,22.29854406130268,107.29999999999998,0.09669793608544094,0.0,0.0
176,90045,2018,0.0,0.0,0.0,0.0,0.0
177,90045,2019,22.31929211469534,0.0,0.11210091468957982,0.0,0.0
178,90045,2020,21.559566692268305,0.0,0.045226697487451874,0.0,0.0
179,90045,2021,22.29854406130268,107.29999999999998,0.09669793608544094,0.0,0.0
180,90046,2018,0.0,0.0,0.0,0.0,0.0
181,90046,2019,25.158717357910906,0.0,0.0962828831148523,0.0,0.0
182,90046,2020,23.813006272401434,0.0,0.04417997453135702,1.006725,1.0
183,90046,2021,25.716350574712646,162.34999999999997,0.10814276944790852,1.006725,1.0
184,90047,2018,0.0,0.0,0.0,0.0,0.0
185,90047,2019,22.31929211469534,0.0,0.11210091468957982,0.0,0.0
186,90047,2020,21.559566692268305,0.0,0.045226697487451874,0.0,0.0
187,90047,2021,22.29854406130268,107.29999999999998,0.09669793608544094,0.0,0.0
188,90048,2018,0.0,0.0,0.0,0.0,0.0
189,90048,2019,25.158717357910906,0.0,0.0962828831148523,0.0,0.0
190,90048,2020,23.813006272401434,0.0,0.04417997453135702,0.0,0.0
191,90048,2021,25.716350574712646,162.34999999999997,0.10814276944790852,0.0,0.0
192,90049,2018,0.0,0.0,0.0,0.0,0.0
193,90049,2019,22.31929211469534,0.0,0.11210091468957982,0.0,0.0
194,90049,2020,21.559566692268305,0.0,0.045226697487451874,552.6332,1.0
195,90049,2021,22.29854406130268,107.29999999999998,0.09669793608544094,552.6332,1.0
196,90050,2018,0.0,0.0,0.0,0.0,0.0
197,90050,2019,22.31929211469534,0.0,0.11210091468957982,0.0,0.0
198,90050,2020,21.559566692268305,0.0,0.045226697487451874,0.0,0.0
199,90050,2021,22.29854406130268,107.29999999999998,0.09669793608544094,0.0,0.0
200,90051,2018,0.0,0.0,0.0,0.0,0.0
201,90051,2019,22.31929211469534,0.0,0.11210091468957982,0.0,0.0
202,90051,2020,21.559566692268305,0.0,0.045226697487451874,0.0,0.0
203,90051,2021,22.29854406130268,107.29999999999998,0.09669793608544094,0.0,0.0
204,90052,2018,0.0,0.0,0.0,0.0,0.0
205,90052,2019,22.31929211469534,0.0,0.11210091468957982,0.0,0.0
206,90052,2020,21.559566692268305,0.0,0.045226697487451874,0.0,0.0
207,90052,2021,22.29854406130268,107.29999999999998,0.09669793608544094,0.0,0.0
208,90053,2018,0.0,0.0,0.0,0.0,0.0
209,90053,2019,22.31929211469534,0.0,0.11210091468957982,0.0,0.0
210,90053,2020,21.559566692268305,0.0,0.045226697487451874,0.0,0.0
211,90053,2021,22.29854406130268,107.29999999999998,0.09669793608544094,0.0,0.0
212,90054,2018,0.0,0.0,0.0,0.0,0.0
213,90054,2019,22.31929211469534,0.0,0.11210091468957982,0.0,0.0
214,90054,2020,21.559566692268305,0.0,0.045226697487451874,0.0,0.0
215,90054,2021,22.29854406130268,107.29999999999998,0.09669793608544094,0.0,0.0
216,90055,2018,0.0,0.0,0.0,0.0,0.0
217,90055,2019,22.31929211469534,0.0,0.11210091468957982,0.0,0.0
218,90055,2020,21.559566692268305,0.0,0.045226697487451874,0.0,0.0
219,90055,2021,22.29854406130268,107.29999999999998,0.09669793608544094,0.0,0.0
220,90056,2018,0.0,0.0,0.0,0.0,0.0
221,90056,2019,22.31929211469534,0.0,0.11210091468957982,0.0,0.0
222,90056,2020,21.559566692268305,0.0,0.045226697487451874,0.0,0.0
223,90056,2021,22.29854406130268,107.29999999999998,0.09669793608544094,0.0,0.0
224,90057,2018,0.0,0.0,0.0,0.0,0.0
225,90057,2019,22.31929211469534,0.0,0.11210091468957982,0.0,0.0
226,90057,2020,21.559566692268305,0.0,0.045226697487451874,0.0,0.0
227,90057,2021,22.29854406130268,107.29999999999998,0.09669793608544094,0.0,0.0
228,90058,2018,0.0,0.0,0.0,0.0,0.0
229,90058,2019,22.31929211469534,0.0,0.11210091468957982,0.0,0.0
230,90058,2020,21.559566692268305,0.0,0.045226697487451874,0.0,0.0
231,90058,2021,22.29854406130268,107.29999999999998,0.09669793608544094,0.0,0.0
232,90059,2018,0.0,0.0,0.0,0.0,0.0
233,90059,2019,22.31929211469534,0.0,0.11210091468957982,0.0,0.0
234,90059,2020,21.559566692268305,0.0,0.045226697487451874,0.0,0.0
235,90059,2021,22.29854406130268,107.29999999999998,0.09669793608544094,0.0,0.0
236,90060,2018,0.0,0.0,0.0,0.0,0.0
237,90060,2019,22.31929211469534,0.0,0.11210091468957982,0.0,0.0
238,90060,2020,21.559566692268305,0.0,0.045226697487451874,0.0,0.0
239,90060,2021,22.29854406130268,107.29999999999998,0.09669793608544094,0.0,0.0
240,90061,2018,0.0,0.0,0.0,0.0,0.0
241,90061,2019,22.31929211469534,0.0,0.11210091468957982,0.0,0.0
242,90061,2020,21.559566692268305,0.0,0.045226697487451874,0.0,0.0
243,90061,2021,22.29854406130268,107.29999999999998,0.09669793608544094,0.0,0.0
244,90062,2018,0.0,0.0,0.0,0.0,0.0
245,90062,2019,22.31929211469534,0.0,0.11210091468957982,0.0,0.0
246,90062,2020,21.559566692268305,0.0,0.045226697487451874,0.0,0.0
247,90062,2021,22.29854406130268,107.29999999999998,0.09669793608544094,0.0,0.0
248,90063,2018,0.0,0.0,0.0,0.0,0.0
249,90063,2019,22.31929211469534,0.0,0.11210091468957982,0.0,0.0
250,90063,2020,21.559566692268305,0.0,0.045226697487451874,0.0,0.0
251,90063,2021,22.29854406130268,107.29999999999998,0.09669793608544094,0.0,0.0
252,90064,2018,0.0,0.0,0.0,0.0,0.0
253,90064,2019,22.31929211469534,0.0,0.11210091468957982,0.0,0.0
254,90064,2020,21.559566692268305,0.0,0.045226697487451874,0.0,0.0
255,90064,2021,22.29854406130268,107.29999999999998,0.09669793608544094,0.0,0.0
256,90065,2018,0.0,0.0,0.0,0.0,0.0
257,90065,2019,25.158717357910906,0.0,0.0962828831148523,0.0,0.0
258,90065,2020,23.813006272401434,0.0,0.04417997453135702,0.0,0.0
259,90065,2021,25.716350574712646,162.34999999999997,0.10814276944790852,0.0,0.0
260,90066,2018,0.0,0.0,0.0,0.0,0.0
261,90066,2019,22.31929211469534,0.0,0.11210091468957982,0.0,0.0
262,90066,2020,21.559566692268305,0.0,0.045226697487451874,0.0,0.0
263,90066,2021,22.29854406130268,107.29999999999998,0.09669793608544094,0.0,0.0
264,90067,2018,0.0,0.0,0.0,0.0,0.0
265,90067,2019,22.31929211469534,0.0,0.11210091468957982,0.0,0.0
266,90067,2020,21.559566692268305,0.0,0.045226697487451874,0.0,0.0
267,90067,2021,22.29854406130268,107.29999999999998,0.09669793608544094,0.0,0.0
268,90068,2018,0.0,0.0,0.0,0.0,0.0
269,90068,2019,25.158717357910906,0.0,0.0962828831148523,0.0,0.0
270,90068,2020,23.813006272401434,0.0,0.04417997453135702,83.14389999999999,2.0
271,90068,2021,25.716350574712646,162.34999999999997,0.10814276944790852,83.14389999999999,2.0
272,90069,2018,0.0,0.0,0.0,0.0,0.0
273,90069,2019,25.158717357910906,0.0,0.0962828831148523,0.0,0.0
274,90069,2020,23.813006272401434,0.0,0.04417997453135702,0.0,0.0
275,90069,2021,25.716350574712646,162.34999999999997,0.10814276944790852,0.0,0.0
276,90070,2018,0.0,0.0,0.0,0.0,0.0
277,90070,2019,22.31929211469534,0.0,0.11210091468957982,0.0,0.0
278,90070,2020,21.559566692268305,0.0,0.045226697487451874,0.0,0.0
279,90070,2021,22.29854406130268,107.29999999999998,0.09669793608544094,0.0,0.0
280,90071,2018,0.0,0.0,0.0,0.0,0.0
281,90071,2019,22.31929211469534,0.0,0.11210091468957982,0.0,0.0
282,90071,2020,21.559566692268305,0.0,0.045226697487451874,0.0,0.0
283,90071,2021,22.29854406130268,107.29999999999998,0.09669793608544094,0.0,0.0
284,90072,2018,0.0,0.0,0.0,0.0,0.0
285,90072,2019,22.31929211469534,0.0,0.11210091468957982,0.0,0.0
286,90072,2020,21.559566692268305,0.0,0.045226697487451874,0.0,0.0
287,90072,2021,22.29854406130268,107.29999999999998,0.09669793608544094,0.0,0.0
288,90073,2018,0.0,0.0,0.0,0.0,0.0
289,90073,2019,24.520079365079365,0.0,0.13577009615215593,0.0,0.0
290,90073,2020,23.45713069636457,0.0,0.04282061098277578,0.0,0.0
291,90073,2021,23.983350018539117,152.99999999999994,0.1135575284968708,0.0,0.0
292,90074,2018,0.0,0.0,0.0,0.0,0.0
293,90074,2019,22.31929211469534,0.0,0.11210091468957982,0.0,0.0
294,90074,2020,21.559566692268305,0.0,0.045226697487451874,0.0,0.0
295,90074,2021,22.29854406130268,107.29999999999998,0.09669793608544094,0.0,0.0
296,90075,2018,0.0,0.0,0.0,0.0,0.0
297,90075,2019,22.31929211469534,0.0,0.11210091468957982,0.0,0.0
298,90075,2020,21.559566692268305,0.0,0.045226697487451874,0.0,0.0
299,90075,2021,22.29854406130268,107.29999999999998,0.09669793608544094,0.0,0.0
300,90076,2018,0.0,0.0,0.0,0.0,0.0
301,90076,2019,22.31929211469534,0.0,0.11210091468957982,0.0,0.0
302,90076,2020,21.559566692268305,0.0,0.045226697487451874,0.0,0.0
303,90076,2021,22.29854406130268,107.29999999999998,0.09669793608544094,0.0,0.0
304,90077,2018,0.0,0.0,0.0,0.0,0.0
305,90077,2019,25.158717357910906,0.0,0.0962828831148523,0.0,0.0
306,90077,2020,23.813006272401434,0.0,0.04417997453135702,0.0,0.0
307,90077,2021,25.716350574712646,162.34999999999997,0.10814276944790852,0.0,0.0
308,90078,2018,0.0,0.0,0.0,0.0,0.0
309,90078,2019,22.31929211469534,0.0,0.11210091468957982,0.0,0.0
310,90078,2020,21.559566692268305,0.0,0.045226697487451874,0.0,0.0
311,90078,2021,22.29854406130268,107.29999999999998,0.09669793608544094,0.0,0.0
312,90079,2018,0.0,0.0,0.0,0.0,0.0
313,90079,2019,24.520079365079365,0.0,0.13577009615215593,0.0,0.0
314,90079,2020,23.45713069636457,0.0,0.04282061098277578,0.0,0.0
315,90079,2021,23.983350018539117,152.99999999999994,0.1135575284968708,0.0,0.0
316,90080,2018,0.0,0.0,0.0,0.0,0.0
317,90080,2019,22.31929211469534,0.0,0.11210091468957982,0.0,0.0
318,90080,2020,21.559566692268305,0.0,0.045226697487451874,0.0,0.0
319,90080,2021,22.29854406130268,107.29999999999998,0.09669793608544094,0.0,0.0
320,90081,2018,0.0,0.0,0.0,0.0,0.0
321,90081,2019,22.31929211469534,0.0,0.11210091468957982,0.0,0.0
322,90081,2020,21.559566692268305,0.0,0.045226697487451874,0.0,0.0
323,90081,2021,22.29854406130268,107.29999999999998,0.09669793608544094,0.0,0.0
324,90082,2018,0.0,0.0,0.0,0.0,0.0
325,90082,2019,22.31929211469534,0.0,0.11210091468957982,0.0,0.0
326,90082,2020,21.559566692268305,0.0,0.045226697487451874,0.0,0.0
327,90082,2021,22.29854406130268,107.29999999999998,0.09669793608544094,0.0,0.0
328,90083,2018,0.0,0.0,0.0,0.0,0.0
329,90083,2019,22.31929211469534,0.0,0.11210091468957982,0.0,0.0
330,90083,2020,21.559566692268305,0.0,0.045226697487451874,0.0,0.0
331,90083,2021,22.29854406130268,107.29999999999998,0.09669793608544094,0.0,0.0
332,90084,2018,0.0,0.0,0.0,0.0,0.0
333,90084,2019,22.31929211469534,0.0,0.11210091468957982,0.0,0.0
334,90084,2020,21.559566692268305,0.0,0.045226697487451874,0.0,0.0
335,90084,2021,22.29854406130268,107.29999999999998,0.09669793608544094,0.0,0.0
336,90086,2018,0.0,0.0,0.0,0.0,0.0
337,90086,2019,22.31929211469534,0.0,0.11210091468957982,0.0,0.0
338,90086,2020,21.559566692268305,0.0,0.045226697487451874,0.0,0.0
339,90086,2021,22.29854406130268,107.29999999999998,0.09669793608544094,0.0,0.0
340,90087,2018,0.0,0.0,0.0,0.0,0.0
341,90087,2019,22.31929211469534,0.0,0.11210091468957982,0.0,0.0
342,90087,2020,21.559566692268305,0.0,0.045226697487451874,0.0,0.0
343,90087,2021,22.29854406130268,107.29999999999998,0.09669793608544094,0.0,0.0
344,90088,2018,0.0,0.0,0.0,0.0,0.0
345,90088,2019,22.31929211469534,0.0,0.11210091468957982,0.0,0.0
346,90088,2020,21.559566692268305,0.0,0.045226697487451874,0.0,0.0
347,90088,2021,22.29854406130268,107.29999999999998,0.09669793608544094,0.0,0.0
348,90089,2018,0.0,0.0,0.0,0.0,0.0
349,90089,2019,24.520079365079365,0.0,0.13577009615215593,0.0,0.0
350,90089,2020,23.45713069636457,0.0,0.04282061098277578,0.0,0.0
351,90089,2021,23.983350018539117,152.99999999999994,0.1135575284968708,0.0,0.0
352,90090,2018,0.0,0.0,0.0,0.0,0.0
353,90090,2019,25.158717357910906,0.0,0.0962828831148523,0.0,0.0
354,90090,2020,23.813006272401434,0.0,0.04417997453135702,0.0,0.0
355,90090,2021,25.716350574712646,162.34999999999997,0.10814276944790852,0.0,0.0
356,90091,2018,0.0,0.0,0.0,0.0,0.0
357,90091,2019,22.31929211469534,0.0,0.11210091468957982,0.0,0.0
358,90091,2020,21.559566692268305,0.0,0.045226697487451874,0.0,0.0
359,90091,2021,22.29854406130268,107.29999999999998,0.09669793608544094,0.0,0.0
360,90093,2018,0.0,0.0,0.0,0.0,0.0
361,90093,2019,22.31929211469534,0.0,0.11210091468957982,0.0,0.0
362,90093,2020,21.559566692268305,0.0,0.045226697487451874,0.0,0.0
363,90093,2021,22.29854406130268,107.29999999999998,0.09669793608544094,0.0,0.0
364,90094,2018,0.0,0.0,0.0,0.0,0.0
365,90094,2019,22.31929211469534,0.0,0.11210091468957982,0.0,0.0
366,90094,2020,21.559566692268305,0.0,0.045226697487451874,0.0,0.0
367,90094,2021,22.29854406130268,107.29999999999998,0.09669793608544094,0.0,0.0
368,90095,2018,0.0,0.0,0.0,0.0,0.0
369,90095,2019,24.520079365079365,0.0,0.13577009615215593,0.0,0.0
370,90095,2020,23.45713069636457,0.0,0.04282061098277578,0.0,0.0
371,90095,2021,23.983350018539117,152.99999999999994,0.1135575284968708,0.0,0.0
372,90096,2018,0.0,0.0,0.0,0.0,0.0
373,90096,2019,22.31929211469534,0.0,0.11210091468957982,0.0,0.0
374,90096,2020,21.559566692268305,0.0,0.045226697487451874,0.0,0.0
375,90096,2021,22.29854406130268,107.29999999999998,0.09669793608544094,0.0,0.0
376,90099,2018,0.0,0.0,0.0,0.0,0.0
377,90099,2019,22.31929211469534,0.0,0.11210091468957982,0.0,0.0
378,90099,2020,21.559566692268305,0.0,0.045226697487451874,0.0,0.0
379,90099,2021,22.29854406130268,107.29999999999998,0.09669793608544094,0.0,0.0
380,90134,2018,0.0,0.0,0.0,0.0,0.0
381,90134,2019,22.31929211469534,0.0,0.11210091468957982,0.0,0.0
382,90134,2020,21.559566692268305,0.0,0.045226697487451874,0.0,0.0
383,90134,2021,22.29854406130268,107.29999999999998,0.09669793608544094,0.0,0.0
384,90189,2018,0.0,0.0,0.0,0.0,0.0
385,90189,2019,22.31929211469534,0.0,0.11210091468957982,0.0,0.0
386,90189,2020,21.559566692268305,0.0,0.045226697487451874,0.0,0.0
