zip,year,wildfire
90831,2020,0
90831,2021,0
90832,2018,0
90832,2019,0
90832,2020,0
90832,2021,0
90833,2018,0
90833,2019,0
90833,2020,0
90833,2021,0
90834,2018,0
90834,2019,0
90834,2020,0
90834,2021,0
90835,2018,0
90835,2019,0
90835,2020,0
90835,2021,0
90840,2018,0
90840,2019,0
90840,2020,0
90840,2021,0
90842,2018,0
90842,2019,0
90842,2020,0
90842,2021,0
90844,2018,0
90844,2019,0
90844,2020,0
90844,2021,0
90846,2018,0
90846,2019,0
90846,2020,0
90846,2021,0
90847,2018,0
90847,2019,0
90847,2020,0
90847,2021,0
90848,2018,0
90848,2019,0
90848,2020,0
90848,2021,0
90853,2018,0
90853,2019,0
90853,2020,0
90853,2021,0
90895,2018,0
90895,2019,0
90895,2020,0
90895,2021,0
90899,2018,0
90899,2019,0
90899,2020,0
90899,2021,0
91001,2018,0
91001,2019,0
91001,2020,0
91001,2021,0
91003,2018,0
91003,2019,0
91003,2020,0
91003,2021,0
91006,2018,0
91006,2019,0
91006,2020,0
91006,2021,0
91007,2018,0
91007,2019,0
91007,2020,0
91007,2021,0
91008,2018,0
91008,2019,0
91008,2020,0
91008,2021,0
91009,2018,0
91009,2019,0
91009,2020,0
91009,2021,0
91010,2018,0
91010,2019,0
91010,2020,0
91010,2021,0
91011,2018,0
91011,2019,0
91011,2020,0
91011,2021,0
91012,2018,0
91012,2019,0
91012,2020,0
91012,2021,0
91016,2018,0
91016,2019,0
91016,2020,0
91016,2021,0
91017,2018,0
91017,2019,0
91017,2020,0
91017,2021,0
91020,2018,0
91020,2019,0
91020,2020,0
91020,2021,0
91021,2018,0
91021,2019,0
91021,2020,0
91021,2021,0
91023,2018,0
91023,2019,0
91023,2020,0
91023,2021,0
91024,2018,0
91024,2019,0
91024,2020,0
91024,2021,0
91025,2018,0
91025,2019,0
91025,2020,0
91025,2021,0
91030,2018,0
91030,2019,0
91030,2020,0
91030,2021,0
91031,2018,0
91031,2019,0
91031,2020,0
91031,2021,0
91040,2018,0
91040,2019,0
91040,2020,0
91040,2021,0
91041,2018,0
91041,2019,0
91041,2020,0
91041,2021,0
91042,2018,0
91042,2019,0
91042,2020,0
91042,2021,0
91043,2018,0
91043,2019,0
91043,2020,0
91043,2021,0
91046,2018,0
91046,2019,0
91046,2020,0
91046,2021,0
91066,2018,0
91066,2019,0
91066,2020,0
91066,2021,0
91077,2018,0
91077,2019,0
91077,2020,0
91077,2021,0
91101,2018,0
91101,2019,0
91101,2020,0
91101,2021,0
91102,2018,0
91102,2019,0
91102,2020,0
91102,2021,0
91103,2018,0
91103,2019,0
91103,2020,0
91103,2021,0
91104,2018,0
91104,2019,0
91104,2020,0
91104,2021,0
91105,2018,0
91105,2019,0
91105,2020,0
91105,2021,0
91106,2018,0
91106,2019,0
91106,2020,0
91106,2021,0
91107,2018,0
91107,2019,0
91107,2020,0
91107,2021,0
91108,2018,0
91108,2019,0
91108,2020,0
91108,2021,0
91109,2018,0
91109,2019,0
91109,2020,0
91109,2021,0
91110,2018,0
91110,2019,0
91110,2020,0
91110,2021,0
91114,2018,0
91114,2019,0
91114,2020,0
91114,2021,0
91115,2018,0
91115,2019,0
91115,2020,0
91115,2021,0
91116,2018,0
91116,2019,0
91116,2020,0
91116,2021,0
91117,2018,0
91117,2019,0
91117,2020,0
91117,2021,0
91118,2018,0
91118,2019,0
91118,2020,0
91118,2021,0
91121,2018,0
91121,2019,0
91121,2020,0
91121,2021,0
91123,2018,0
91123,2019,0
91123,2020,0
91123,2021,0
91124,2018,0
91124,2019,0
91124,2020,0
91124,2021,0
91125,2018,0
91125,2019,0
91125,2020,0
91125,2021,0
91126,2018,0
91126,2019,0
91126,2020,0
91126,2021,0
91129,2018,0
91129,2019,0
91129,2020,0
91129,2021,0
91182,2018,0
91182,2019,0
91182,2020,0
91182,2021,0
91184,2018,0
91184,2019,0
91184,2020,0
91184,2021,0
91185,2018,0
91185,2019,0
91185,2020,0
91185,2021,0
91188,2018,0
91188,2019,0
91188,2020,0
91188,2021,0
91189,2018,0
91189,2019,0
91189,2020,0
91189,2021,0
91199,2018,0
91199,2019,0
91199,2020,0
91199,2021,0
91201,2018,0
91201,2019,0
91201,2020,0
91201,2021,0
91202,2018,0
91202,2019,0
91202,2020,0
91202,2021,0
91203,2018,0
91203,2019,0
91203,2020,0
91203,2021,0
91204,2018,0
91204,2019,0
91204,2020,0
91204,2021,0
91205,2018,0
91205,2019,0
91205,2020,0
91205,2021,0
91206,2018,0
91206,2019,0
91206,2020,0
91206,2021,0
91207,2018,0
91207,2019,0
91207,2020,0
91207,2021,0
91208,2018,0
91208,2019,0
91208,2020,0
91208,2021,0
91209,2018,0
91209,2019,0
91209,2020,0
91209,2021,0
91210,2018,0
91210,2019,0
91210,2020,0
91210,2021,0
91214,2018,0
91214,2019,0
91214,2020,0
91214,2021,0
91221,2018,0
91221,2019,0
91221,2020,0
91221,2021,0
91222,2018,0
91222,2019,0
91222,2020,0
91222,2021,0
91224,2018,0
91224,2019,0
91224,2020,0
91224,2021,0
91225,2018,0
91225,2019,0
91225,2020,0
91225,2021,0
91226,2018,0
91226,2019,0
91226,2020,0
91226,2021,0
91301,2018,1
91301,2019,1
91301,2020,1
91301,2021,0
91302,2018,1
91302,2019,1
91302,2020,0
91302,2021,1
91303,2018,0
91303,2019,0
91303,2020,0
91303,2021,0
91304,2018,0
91304,2019,0
91304,2020,0
91304,2021,0
91305,2018,0
91305,2019,0
91305,2020,0
91305,2021,0
91306,2018,0
91306,2019,0
91306,2020,0
91306,2021,0
91307,2018,0
91307,2019,0
91307,2020,0
91307,2021,0
91308,2018,0
91308,2019,0
91308,2020,0
91308,2021,0
91309,2018,0
91309,2019,0
91309,2020,0
91309,2021,0
91310,2018,0
91310,2019,0
91310,2020,0
91310,2021,0
91311,2018,0
91311,2019,0
91311,2020,1
91311,2021,1
91313,2018,0
91313,2019,0
91313,2020,0
91313,2021,0
91316,2018,0
91316,2019,0
91316,2020,0
91316,2021,0
91319,2018,0
91319,2019,0
91319,2020,0
91319,2021,0
91320,2018,1
91320,2019,1
91320,2020,0
91320,2021,0
91321,2018,1
91321,2019,0
91321,2020,1
91321,2021,1
91322,2018,0
91322,2019,0
91322,2020,0
91322,2021,0
91324,2018,0
91324,2019,0
91324,2020,0
91324,2021,0
91325,2018,0
91325,2019,0
91325,2020,0
91325,2021,0
91326,2018,0
91326,2019,0
91326,2020,0
91326,2021,0
91327,2018,0
91327,2019,0
91327,2020,0
91327,2021,0
91328,2018,0
91328,2019,0
91328,2020,0
91328,2021,0
91329,2018,0
91329,2019,0
91329,2020,0
91329,2021,0
91330,2018,0
91330,2019,0
91330,2020,0
91330,2021,0
91331,2018,0
91331,2019,0
91331,2020,0
91331,2021,0
91333,2018,0
91333,2019,0
91333,2020,0
91333,2021,0
91334,2018,0
91334,2019,0
91334,2020,0
91334,2021,0
91335,2018,0
91335,2019,0
91335,2020,0
91335,2021,0
91337,2018,0
91337,2019,0
91337,2020,0
91337,2021,0
91340,2018,0
91340,2019,0
91340,2020,0
91340,2021,0
91341,2018,0
91341,2019,0
91341,2020,0
91341,2021,0
91342,2018,0
91342,2019,0
91342,2020,0
91342,2021,0
91343,2018,0
91343,2019,0
91343,2020,0
91343,2021,0
91344,2018,0
91344,2019,1
91344,2020,0
91344,2021,0
91345,2018,0
91345,2019,0
91345,2020,0
91345,2021,0
91346,2018,0
91346,2019,0
91346,2020,0
91346,2021,0
91350,2018,0
91350,2019,0
91350,2020,0
91350,2021,0
91351,2018,0
91351,2019,0
91351,2020,0
91351,2021,0
91352,2018,0
91352,2019,0
91352,2020,0
91352,2021,0
91353,2018,0
91353,2019,0
91353,2020,0
91353,2021,0
91354,2018,0
91354,2019,0
91354,2020,0
91354,2021,0
91355,2018,1
91355,2019,0
91355,2020,0
91355,2021,1
91356,2018,0
91356,2019,0
91356,2020,0
91356,2021,0
91357,2018,0
91357,2019,0
91357,2020,0
91357,2021,0
91358,2018,0
91358,2019,0
91358,2020,0
91358,2021,0
91359,2018,0
91359,2019,0
91359,2020,0
91359,2021,0
91360,2018,1
91360,2019,0
91360,2020,0
91360,2021,0
91361,2018,1
91361,2019,1
91361,2020,0
91361,2021,0
91362,2018,0
91362,2019,0
91362,2020,0
91362,2021,1
91364,2018,0
91364,2019,0
91364,2020,1
91364,2021,0
91365,2018,0
91365,2019,0
91365,2020,0
91365,2021,0
91367,2018,0
91367,2019,0
91367,2020,0
91367,2021,0
91371,2018,0
91371,2019,0
91371,2020,0
91371,2021,0
91372,2018,0
91372,2019,0
91372,2020,0
91372,2021,0
91376,2018,0
91376,2019,0
91376,2020,0
91376,2021,0
91377,2018,1
91377,2019,0
91377,2020,0
91377,2021,0
91380,2018,0
91380,2019,0
91380,2020,0
91380,2021,0
91381,2018,1
91381,2019,0
91381,2020,1
91381,2021,1
91382,2018,0
91382,2019,0
91382,2020,0
91382,2021,0
91383,2018,0
91383,2019,0
91383,2020,0
91383,2021,0
91384,2018,1
91384,2019,1
91384,2020,1
91384,2021,1
91385,2018,0
91385,2019,0
91385,2020,0
91385,2021,0
91386,2018,0
91386,2019,0
91386,2020,0
91386,2021,0
91387,2018,0
91387,2019,1
91387,2020,0
91387,2021,0
91390,2018,1
91390,2019,0
91390,2020,1
91390,2021,1
91392,2018,0
91392,2019,0
91392,2020,0
91392,2021,0
91393,2018,0
91393,2019,0
91393,2020,0
91393,2021,0
91394,2018,0
91394,2019,0
91394,2020,0
91394,2021,0
91395,2018,0
91395,2019,0
91395,2020,0
91395,2021,0
91396,2018,0
91396,2019,0
91396,2020,0
91396,2021,0
91401,2018,0
91401,2019,0
91401,2020,0
91401,2021,0
91402,2018,0
91402,2019,0
91402,2020,0
91402,2021,0
91403,2018,0
91403,2019,0
91403,2020,0
91403,2021,0
91404,2018,0
91404,2019,0
91404,2020,0
91404,2021,0
91405,2018,0
91405,2019,0
91405,2020,0
91405,2021,0
91406,2018,0
91406,2019,0
91406,2020,0
91406,2021,0
91407,2018,0
91407,2019,0
91407,2020,0
91407,2021,0
91408,2018,0
91408,2019,0
91408,2020,0
91408,2021,0
91409,2018,0
91409,2019,0
91409,2020,0
91409,2021,0
91410,2018,0
91410,2019,0
91410,2020,0
91410,2021,0
91411,2018,0
91411,2019,0
91411,2020,0
91411,2021,0
91412,2018,0
91412,2019,0
91412,2020,0
91412,2021,0
91413,2018,0
91413,2019,0
91413,2020,0
91413,2021,0
91416,2018,0
91416,2019,0
91416,2020,0
91416,2021,0
91423,2018,0
91423,2019,0
91423,2020,0
91423,2021,0
91426,2018,0
91426,2019,0
91426,2020,0
91426,2021,0
91436,2018,0
91436,2019,0
91436,2020,0
91436,2021,0
91470,2018,0
91470,2019,0
91470,2020,0
91470,2021,0
91482,2018,0
91482,2019,0
91482,2020,0
91482,2021,0
91495,2018,0
91495,2019,0
91495,2020,0
91495,2021,0
91496,2018,0
91496,2019,0
91496,2020,0
91496,2021,0
91499,2018,0
91499,2019,0
91499,2020,0
91499,2021,0
91501,2018,0
91501,2019,0
91501,2020,0
91501,2021,0
91502,2018,0
91502,2019,0
91502,2020,0
91502,2021,0
91503,2018,0
91503,2019,0
91503,2020,0
91503,2021,0
91504,2018,0
91504,2019,0
91504,2020,0
91504,2021,0
91505,2018,0
91505,2019,0
91505,2020,0
91505,2021,0
91506,2018,0
91506,2019,0
91506,2020,0
