zip,year,tmax_annual,tmin_annual,prcp_annual,tmax_peak,prcp_min,tmax_dry,tmin_dry,prcp_dry,dry_months_dry,tmax_wet,tmin_wet,prcp_wet,dry_months_wet,fires_last1,fires_last3,acres_last3,years_since_fire
90019,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90020,2023,24.948378318281335,12.772313290119532,333.275,32.714462365591395,0.0,29.886177419354837,17.03958064516129,7.675,4.5,21.42137896037169,9.724265179375422,325.6,2.75,0,0,0.0,10
90021,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90022,2023,23.776185366897966,13.760190649442944,292.15,29.635483870967743,0.0,27.574376344086023,17.75188172043011,6.9,4.5,21.063191811763637,10.908982741594969,285.25,2.25,0,0,0.0,10
90023,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90024,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90025,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90026,2023,24.948378318281335,12.772313290119532,333.275,32.714462365591395,0.0,29.886177419354837,17.03958064516129,7.675,4.5,21.42137896037169,9.724265179375422,325.6,2.75,0,0,0.0,10
90027,2023,24.948378318281335,12.772313290119532,333.275,32.714462365591395,0.0,29.886177419354837,17.03958064516129,7.675,4.5,21.42137896037169,9.724265179375422,325.6,2.75,0,0,0.0,10
90028,2023,24.948378318281335,12.772313290119532,333.275,32.714462365591395,0.0,29.886177419354837,17.03958064516129,7.675,4.5,21.42137896037169,9.724265179375422,325.6,2.75,0,0,0.0,10
90029,2023,24.948378318281335,12.772313290119532,333.275,32.714462365591395,0.0,29.886177419354837,17.03958064516129,7.675,4.5,21.42137896037169,9.724265179375422,325.6,2.75,0,0,0.0,10
90030,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90031,2023,24.948378318281335,12.772313290119532,333.275,32.714462365591395,0.0,29.886177419354837,17.03958064516129,7.675,4.5,21.42137896037169,9.724265179375422,325.6,2.75,0,0,0.0,10
90032,2023,24.948378318281335,12.772313290119532,333.275,32.714462365591395,0.0,29.886177419354837,17.03958064516129,7.675,4.5,21.42137896037169,9.724265179375422,325.6,2.75,0,0,0.0,10
90033,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90034,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90035,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90036,2023,24.948378318281335,12.772313290119532,333.275,32.714462365591395,0.0,29.886177419354837,17.03958064516129,7.675,4.5,21.42137896037169,9.724265179375422,325.6,2.75,0,0,0.0,10
90037,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90038,2023,24.948378318281335,12.772313290119532,333.275,32.714462365591395,0.0,29.886177419354837,17.03958064516129,7.675,4.5,21.42137896037169,9.724265179375422,325.6,2.75,0,0,0.0,10
90039,2023,24.948378318281335,12.772313290119532,333.275,32.714462365591395,0.0,29.886177419354837,17.03958064516129,7.675,4.5,21.42137896037169,9.724265179375422,325.6,2.75,0,0,0.0,10
90040,2023,23.776185366897966,13.760190649442944,292.15,29.635483870967743,0.0,27.574376344086023,17.75188172043011,6.9,4.5,21.063191811763637,10.908982741594969,285.25,2.25,0,0,0.0,10
90041,2023,24.948378318281335,12.772313290119532,333.275,32.714462365591395,0.0,29.886177419354837,17.03958064516129,7.675,4.5,21.42137896037169,9.724265179375422,325.6,2.75,0,0,0.0,10
90042,2023,24.948378318281335,12.772313290119532,333.275,32.714462365591395,0.0,29.886177419354837,17.03958064516129,7.675,4.5,21.42137896037169,9.724265179375422,325.6,2.75,0,0,0.0,10
90043,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90044,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90045,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90046,2023,24.895416339623793,12.697730102250054,332.9,32.714462365591395,0.0,30.085372311827953,17.103405913978495,7.300000000000001,4.25,21.42137896037169,9.724265179375422,325.6,2.75,0,0,0.0,4
90047,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90048,2023,24.948378318281335,12.772313290119532,333.275,32.714462365591395,0.0,29.886177419354837,17.03958064516129,7.675,4.5,21.42137896037169,9.724265179375422,325.6,2.75,0,0,0.0,10
90049,2023,21.644959759681672,13.922046120167991,302.675,25.817069892473118,0.0,24.203235215053766,17.486125,7.825,4.25,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,4
90050,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90051,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90052,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90053,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90054,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90055,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90056,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90057,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90058,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90059,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90060,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90061,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90062,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90063,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90064,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90065,2023,24.948378318281335,12.772313290119532,333.275,32.714462365591395,0.0,29.886177419354837,17.03958064516129,7.675,4.5,21.42137896037169,9.724265179375422,325.6,2.75,0,0,0.0,10
90066,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90067,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90068,2023,24.950340582048035,12.83727555679551,321.525,32.714462365591395,0.0,29.886177419354837,17.03958064516129,7.675,4.5,21.260766761190943,9.71530122282506,313.85,2.75,1,1,2.11,1
90069,2023,24.948378318281335,12.772313290119532,333.275,32.714462365591395,0.0,29.886177419354837,17.03958064516129,7.675,4.5,21.42137896037169,9.724265179375422,325.6,2.75,0,0,0.0,10
90070,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90071,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90072,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90073,2023,23.776185366897966,13.760190649442944,292.15,29.635483870967743,0.0,27.574376344086023,17.75188172043011,6.9,4.5,21.063191811763637,10.908982741594969,285.25,2.25,0,0,0.0,10
90074,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90075,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90076,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90077,2023,24.948378318281335,12.772313290119532,333.275,32.714462365591395,0.0,29.886177419354837,17.03958064516129,7.675,4.5,21.42137896037169,9.724265179375422,325.6,2.75,0,0,0.0,10
90078,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90079,2023,23.776185366897966,13.760190649442944,292.15,29.635483870967743,0.0,27.574376344086023,17.75188172043011,6.9,4.5,21.063191811763637,10.908982741594969,285.25,2.25,0,0,0.0,10
90080,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90081,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90082,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90083,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90084,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90086,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90087,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90088,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90089,2023,23.776185366897966,13.760190649442944,292.15,29.635483870967743,0.0,27.574376344086023,17.75188172043011,6.9,4.5,21.063191811763637,10.908982741594969,285.25,2.25,0,0,0.0,10
90090,2023,24.948378318281335,12.772313290119532,333.275,32.714462365591395,0.0,29.886177419354837,17.03958064516129,7.675,4.5,21.42137896037169,9.724265179375422,325.6,2.75,0,0,0.0,10
90091,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90093,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90094,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90095,2023,23.776185366897966,13.760190649442944,292.15,29.635483870967743,0.0,27.574376344086023,17.75188172043011,6.9,4.5,21.063191811763637,10.908982741594969,285.25,2.25,0,0,0.0,10
90096,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90099,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90134,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90189,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90201,2023,23.776185366897966,13.760190649442944,292.15,29.635483870967743,0.0,27.574376344086023,17.75188172043011,6.9,4.5,21.063191811763637,10.908982741594969,285.25,2.25,0,0,0.0,10
90202,2023,23.776185366897966,13.760190649442944,292.15,29.635483870967743,0.0,27.574376344086023,17.75188172043011,6.9,4.5,21.063191811763637,10.908982741594969,285.25,2.25,0,0,0.0,10
90209,2023,24.948378318281335,12.772313290119532,333.275,32.714462365591395,0.0,29.886177419354837,17.03958064516129,7.675,4.5,21.42137896037169,9.724265179375422,325.6,2.75,0,0,0.0,10
90210,2023,24.948378318281335,12.772313290119532,333.275,32.714462365591395,0.0,29.886177419354837,17.03958064516129,7.675,4.5,21.42137896037169,9.724265179375422,325.6,2.75,0,0,0.0,10
90211,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90212,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90213,2023,24.948378318281335,12.772313290119532,333.275,32.714462365591395,0.0,29.886177419354837,17.03958064516129,7.675,4.5,21.42137896037169,9.724265179375422,325.6,2.75,0,0,0.0,10
90220,2023,23.776185366897966,13.760190649442944,292.15,29.635483870967743,0.0,27.574376344086023,17.75188172043011,6.9,4.5,21.063191811763637,10.908982741594969,285.25,2.25,0,0,0.0,10
90221,2023,23.776185366897966,13.760190649442944,292.15,29.635483870967743,0.0,27.574376344086023,17.75188172043011,6.9,4.5,21.063191811763637,10.908982741594969,285.25,2.25,0,0,0.0,10
90222,2023,23.776185366897966,13.760190649442944,292.15,29.635483870967743,0.0,27.574376344086023,17.75188172043011,6.9,4.5,21.063191811763637,10.908982741594969,285.25,2.25,0,0,0.0,10
90223,2023,23.776185366897966,13.760190649442944,292.15,29.635483870967743,0.0,27.574376344086023,17.75188172043011,6.9,4.5,21.063191811763637,10.908982741594969,285.25,2.25,0,0,0.0,10
90224,2023,23.776185366897966,13.760190649442944,292.15,29.635483870967743,0.0,27.574376344086023,17.75188172043011,6.9,4.5,21.063191811763637,10.908982741594969,285.25,2.25,0,0,0.0,10
90230,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90231,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90232,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90233,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90239,2023,23.776185366897966,13.760190649442944,292.15,29.635483870967743,0.0,27.574376344086023,17.75188172043011,6.9,4.5,21.063191811763637,10.908982741594969,285.25,2.25,0,0,0.0,10
90240,2023,23.776185366897966,13.760190649442944,292.15,29.635483870967743,0.0,27.574376344086023,17.75188172043011,6.9,4.5,21.063191811763637,10.908982741594969,285.25,2.25,0,0,0.0,10
90241,2023,23.776185366897966,13.760190649442944,292.15,29.635483870967743,0.0,27.574376344086023,17.75188172043011,6.9,4.5,21.063191811763637,10.908982741594969,285.25,2.25,0,0,0.0,10
90242,2023,23.776185366897966,13.760190649442944,292.15,29.635483870967743,0.0,27.574376344086023,17.75188172043011,6.9,4.5,21.063191811763637,10.908982741594969,285.25,2.25,0,0,0.0,10
90245,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90247,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90248,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90249,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90250,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90251,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90254,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90255,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90260,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90261,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90262,2023,23.776185366897966,13.760190649442944,292.15,29.635483870967743,0.0,27.574376344086023,17.75188172043011,6.9,4.5,21.063191811763637,10.908982741594969,285.25,2.25,0,0,0.0,10
90263,2023,20.73397204397488,10.706780622417185,230.75,24.526344086021506,0.0,23.039801514353183,13.749090909977948,2.2,5.0,19.08695099370467,8.533701845588068,228.54999999999998,3.25,0,0,0.0,10
90264,2023,20.73397204397488,10.706780622417185,230.75,24.526344086021506,0.0,23.039801514353183,13.749090909977948,2.2,5.0,19.08695099370467,8.533701845588068,228.54999999999998,3.25,0,0,0.0,10
90265,2023,21.564686780539116,13.885862149890237,276.47499999999997,25.774193548387096,0.0,24.336014784946236,17.455967741935485,3.4000000000000004,3.25,19.904541321422897,11.813051971956748,273.075,2.25,0,8,29.83,2
90266,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90267,2023,23.776185366897966,13.760190649442944,292.15,29.635483870967743,0.0,27.574376344086023,17.75188172043011,6.9,4.5,21.063191811763637,10.908982741594969,285.25,2.25,0,0,0.0,10
90270,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90272,2023,21.584169227633076,13.796418580369082,302.675,25.817069892473118,0.0,24.174048387096775,17.466870967741936,7.825,4.0,19.914775960439794,11.392630175818937,294.85,2.5,0,1,1202.65,2
90274,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90275,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90277,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90278,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90280,2023,23.776185366897966,13.760190649442944,292.15,29.635483870967743,0.0,27.574376344086023,17.75188172043011,6.9,4.5,21.063191811763637,10.908982741594969,285.25,2.25,0,0,0.0,10
90290,2023,24.7676344597653,12.668066981992178,319.35,32.633817204301074,0.0,29.950986559139785,17.092989247311827,5.5,4.25,21.260766761190943,9.71530122282506,313.85,2.75,0,1,6.92,2
90291,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
90292,2023,21.763913889109592,13.957657461111994,302.675,25.818790322580647,0.0,24.329779569892473,17.36783870967742,7.825,4.5,19.93115268855039,11.52181371213669,294.85,2.75,0,0,0.0,10
